Seq,DateListed,身分,區域別,性別,總計,阿美族,泰雅族,排灣族,布農族,魯凱族,卑南族,鄒族,賽夏族,雅美族,邵族,噶瑪蘭族,太魯閣族,撒奇萊雅族,賽德克族,拉阿魯哇族,卡那卡那富族,尚未申報
56605,20230823,不分平地山地,臺北市,男,7277,3540,1224,782,470,113,224,69,93,17,8,25,373,14,101,0,1,223
56606,20230823,不分平地山地,臺北市,女,9761,4544,1734,993,644,144,283,109,105,35,21,25,562,22,159,1,1,379
56631,20230823,不分平地山地,桃園市,男,38794,19013,10590,3023,2212,258,652,109,536,45,16,107,1274,88,257,1,1,612
56632,20230823,不分平地山地,桃園市,女,42624,19919,11736,3683,2868,309,696,119,682,76,19,84,1451,61,316,1,4,600
56659,20230823,不分平地山地,臺中市,男,17176,5388,4466,3249,2166,205,376,119,104,38,68,19,354,10,430,6,10,168
56660,20230823,不分平地山地,臺中市,女,20128,5871,5215,3784,2842,235,442,185,131,55,106,36,482,8,531,8,13,184
56719,20230823,不分平地山地,臺南市,男,3867,1276,309,1173,511,99,177,46,18,10,8,8,150,5,33,2,0,42
56720,20230823,不分平地山地,臺南市,女,5232,1691,473,1525,717,143,225,71,25,11,11,10,197,6,57,2,6,62
56795,20230823,不分平地山地,高雄市,男,17329,4918,644,4230,4689,1284,405,258,27,15,7,21,340,5,85,191,181,29
56796,20230823,不分平地山地,高雄市,女,19614,5574,914,5264,4720,1365,503,314,54,27,9,18,362,9,122,174,155,30
56875,20230823,不分平地山地,宜蘭縣,男,8880,1104,7012,134,126,28,45,13,13,0,2,9,246,5,25,1,1,116
56876,20230823,不分平地山地,宜蘭縣,女,9316,1400,6838,220,226,30,75,18,24,4,2,13,342,3,36,1,1,83
56901,20230823,不分平地山地,新竹縣,男,10942,1001,8293,282,175,43,71,17,774,10,7,3,106,7,34,0,0,119
56902,20230823,不分平地山地,新竹縣,女,11315,1196,8143,383,290,38,77,22,803,13,4,6,167,8,49,0,2,114
56929,20230823,不分平地山地,苗栗縣,男,5641,705,3137,207,159,11,51,6,1199,8,7,5,60,0,32,2,0,52
56930,20230823,不分平地山地,苗栗縣,女,5914,883,3146,261,251,15,54,20,1065,11,9,9,91,1,43,1,0,54
56967,20230823,不分平地山地,彰化縣,男,2737,1054,196,658,462,56,83,22,12,7,17,14,68,0,54,0,1,33
56968,20230823,不分平地山地,彰化縣,女,3571,1295,364,809,609,77,144,32,20,5,12,10,91,0,57,2,7,37
57021,20230823,不分平地山地,南投縣,男,14711,451,2846,217,7093,37,29,115,20,2,224,2,69,1,3590,8,0,7
57022,20230823,不分平地山地,南投縣,女,14737,629,2987,332,6858,51,52,151,25,3,204,5,89,2,3336,4,3,6
57049,20230823,不分平地山地,雲林縣,男,1112,452,112,210,151,29,22,13,12,6,0,2,64,1,16,0,0,22
57050,20230823,不分平地山地,雲林縣,女,1680,689,217,302,216,35,40,33,13,3,0,3,70,3,23,2,0,31
57091,20230823,不分平地山地,嘉義縣,男,2805,269,83,139,155,8,31,2020,17,0,4,2,27,0,14,2,0,34
57092,20230823,不分平地山地,嘉義縣,女,3198,422,138,222,193,18,51,2004,20,1,13,2,45,1,25,2,1,40
57129,20230823,不分平地山地,屏東縣,男,30096,1144,212,24775,339,3013,100,31,8,7,2,2,104,2,22,10,6,319
57130,20230823,不分平地山地,屏東縣,女,31065,1478,326,24869,538,3166,154,40,24,11,2,10,136,5,34,16,5,251
57197,20230823,不分平地山地,臺東縣,男,39894,18119,235,8714,4283,1060,3968,18,33,2156,0,59,102,6,18,1,2,1120
57198,20230823,不分平地山地,臺東縣,女,38389,17458,341,8325,4254,1045,3817,34,32,2122,1,53,149,5,22,1,3,727
57231,20230823,不分平地山地,花蓮縣,男,46853,26464,1200,439,4261,36,259,9,35,11,0,357,11725,319,490,1,0,1247
57232,20230823,不分平地山地,花蓮縣,女,46474,26239,1543,584,4122,65,312,24,41,19,0,320,11671,365,471,3,0,695
57259,20230823,不分平地山地,澎湖縣,男,335,139,46,75,30,5,10,1,3,2,0,0,11,0,10,1,2,0
57260,20230823,不分平地山地,澎湖縣,女,353,140,55,79,43,5,13,3,1,1,0,0,6,0,6,0,1,0
57273,20230823,不分平地山地,基隆市,男,4604,3737,285,143,115,13,47,9,8,5,1,6,100,3,18,0,0,114
57274,20230823,不分平地山地,基隆市,女,4895,3849,402,162,145,9,61,19,9,7,1,8,116,4,17,0,0,86
57289,20230823,不分平地山地,新竹市,男,1930,807,514,160,90,18,44,5,124,2,4,2,93,0,17,0,0,50
57290,20230823,不分平地山地,新竹市,女,2612,942,860,227,115,29,58,21,158,5,2,2,115,5,25,0,0,48
57297,20230823,不分平地山地,嘉義市,男,511,112,28,56,67,13,20,173,5,0,0,1,13,3,13,0,1,6
57298,20230823,不分平地山地,嘉義市,女,731,183,70,103,76,14,31,207,3,0,1,5,17,3,12,0,1,5
57305,20230823,不分平地山地,金門縣,男,623,298,63,91,65,12,5,11,6,0,0,1,43,0,7,0,3,18
57306,20230823,不分平地山地,金門縣,女,636,311,77,91,73,13,9,6,12,0,2,2,25,0,7,0,2,6
57319,20230823,不分平地山地,連江縣,男,177,71,23,34,18,4,2,2,2,0,0,1,16,0,3,0,0,1
57320,20230823,不分平地山地,連江縣,女,140,62,17,23,7,2,1,2,1,2,0,0,21,0,2,0,0,0
57331,20230823,平地原住民,新北市,男,18688,16169,45,826,14,95,639,0,151,0,21,138,3,44,2,0,0,541
57332,20230823,平地原住民,新北市,女,20889,17866,93,952,44,127,772,0,218,1,28,165,9,22,0,0,0,592
57391,20230823,平地原住民,臺北市,男,4331,3522,25,261,2,27,224,0,57,0,8,25,1,14,0,0,0,165
57392,20230823,平地原住民,臺北市,女,5584,4524,28,323,2,26,282,0,64,0,21,25,3,22,0,0,0,264
57417,20230823,平地原住民,桃園市,男,21794,18922,144,938,12,105,642,0,390,0,16,107,6,88,3,0,0,421
57418,20230823,平地原住民,桃園市,女,23015,19807,218,1096,24,119,677,1,510,0,19,84,7,61,0,0,0,392
57445,20230823,平地原住民,臺中市,男,7228,5347,51,1060,29,90,370,0,89,0,67,19,4,10,0,0,0,92
57446,20230823,平地原住民,臺中市,女,7967,5796,68,1179,31,109,439,0,104,0,105,35,3,8,1,0,0,89
57505,20230823,平地原住民,臺南市,男,1786,1266,4,265,8,10,175,0,12,0,8,8,1,5,0,0,0,24
57506,20230823,平地原住民,臺南市,女,2375,1669,5,365,9,22,224,0,17,0,11,10,1,6,0,0,0,36
57581,20230823,平地原住民,高雄市,男,6471,4863,11,1036,12,66,403,6,19,0,7,21,1,5,0,0,0,21
57582,20230823,平地原住民,高雄市,女,7425,5488,19,1251,17,49,498,1,40,1,9,18,4,9,0,0,0,21
57661,20230823,平地原住民,宜蘭縣,男,1262,1092,16,58,0,12,45,0,5,0,2,9,1,5,0,0,0,17
57662,20230823,平地原住民,宜蘭縣,女,1629,1388,14,85,0,12,72,0,18,0,1,13,2,3,0,0,0,21
57687,20230823,平地原住民,新竹縣,男,1462,995,144,60,0,15,71,0,138,0,7,3,1,7,0,0,0,21
57688,20230823,平地原住民,新竹縣,女,1738,1169,144,110,6,16,75,0,173,2,4,6,0,8,0,0,0,25
57715,20230823,平地原住民,苗栗縣,男,2299,703,299,36,1,1,47,0,1167,0,7,5,0,0,0,0,0,33
57716,20230823,平地原住民,苗栗縣,女,2322,876,271,56,5,3,53,2,1010,0,9,9,1,1,0,0,0,26
57753,20230823,平地原住民,彰化縣,男,1385,1037,3,182,5,17,83,0,7,0,17,14,0,0,0,0,0,20
57754,20230823,平地原住民,彰化縣,女,1730,1270,14,208,6,28,144,1,15,0,11,10,1,0,0,0,0,22
57807,20230823,平地原住民,南投縣,男,776,451,5,40,3,4,27,0,12,0,224,2,3,1,0,0,0,4
57808,20230823,平地原住民,南投縣,女,1002,622,14,67,13,7,51,0,15,0,203,5,0,2,0,0,0,3
57835,20230823,平地原住民,雲林縣,男,564,447,5,58,0,6,22,0,8,0,0,2,0,1,1,0,0,14
57836,20230823,平地原住民,雲林縣,女,855,684,11,77,0,3,39,0,13,0,0,3,0,3,3,0,0,19
57877,20230823,平地原住民,嘉義縣,男,376,267,4,33,0,3,31,0,13,0,4,2,1,0,0,0,0,18
57878,20230823,平地原住民,嘉義縣,女,591,422,14,52,0,6,49,3,16,0,13,2,1,1,0,0,0,12
57915,20230823,平地原住民,屏東縣,男,2326,1015,7,1144,1,34,99,0,1,0,1,2,0,2,0,0,0,20
57916,20230823,平地原住民,屏東縣,女,2679,1329,8,1085,3,54,150,0,11,0,2,10,0,5,0,0,0,22
57983,20230823,平地原住民,臺東縣,男,28298,18095,10,4396,16,795,3961,1,22,0,0,59,0,6,0,0,0,937
57984,20230823,平地原住民,臺東縣,女,26921,17404,18,4197,30,756,3804,0,21,0,1,53,2,5,1,0,1,628
58017,20230823,平地原住民,花蓮縣,男,28362,26427,17,145,21,15,256,0,21,3,0,357,42,318,2,0,0,738
58018,20230823,平地原住民,花蓮縣,女,27958,26179,37,194,35,31,306,1,31,1,0,319,45,364,0,0,0,415
58045,20230823,平地原住民,澎湖縣,男,171,139,0,18,1,1,10,0,2,0,0,0,0,0,0,0,0,0
58046,20230823,平地原住民,澎湖縣,女,183,140,1,28,0,0,13,0,0,1,0,0,0,0,0,0,0,0
58059,20230823,平地原住民,基隆市,男,3956,3726,7,51,1,0,47,0,4,0,1,6,0,3,3,0,0,107
58060,20230823,平地原住民,基隆市,女,4044,3827,11,47,0,0,61,0,6,1,1,8,0,4,2,0,0,76
58075,20230823,平地原住民,新竹市,男,1035,806,19,44,0,7,44,0,72,0,4,2,1,0,0,0,0,36
58076,20230823,平地原住民,新竹市,女,1223,937,40,60,1,7,58,0,84,0,2,2,2,5,0,0,0,25
58083,20230823,平地原住民,嘉義市,男,157,111,2,7,0,7,20,0,1,0,0,1,0,3,0,0,0,5
58084,20230823,平地原住民,嘉義市,女,264,183,1,27,0,8,31,0,2,0,1,5,0,3,0,0,0,3
58091,20230823,平地原住民,金門縣,男,332,295,1,7,0,4,5,0,6,0,0,1,0,0,0,0,0,13
58092,20230823,平地原住民,金門縣,女,358,310,4,15,0,2,9,0,11,0,2,2,0,0,0,0,0,3
58105,20230823,平地原住民,連江縣,男,87,71,0,9,0,1,2,0,2,0,0,1,0,0,0,0,0,1
58106,20230823,平地原住民,連江縣,女,72,62,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58117,20230823,山地原住民,新北市,男,8185,46,3433,1345,1727,155,6,99,80,33,0,0,960,0,156,9,0,136
58118,20230823,山地原住民,新北市,女,10464,58,4415,1717,2048,179,12,145,119,50,0,0,1316,0,212,8,0,185
58177,20230823,山地原住民,臺北市,男,2946,18,1199,521,468,86,0,69,36,17,0,0,372,0,101,0,1,58
58178,20230823,山地原住民,臺北市,女,4177,20,1706,670,642,118,1,109,41,35,0,0,559,0,159,1,1,115
58203,20230823,山地原住民,桃園市,男,17000,91,10446,2085,2200,153,10,109,146,45,0,0,1268,0,254,1,1,191
58204,20230823,山地原住民,桃園市,女,19609,112,11518,2587,2844,190,19,118,172,76,0,0,1444,0,316,1,4,208
58231,20230823,山地原住民,臺中市,男,9948,41,4415,2189,2137,115,6,119,15,38,1,0,350,0,430,6,10,76
58232,20230823,山地原住民,臺中市,女,12161,75,5147,2605,2811,126,3,185,27,55,1,1,479,0,530,8,13,95
58291,20230823,山地原住民,臺南市,男,2081,10,305,908,503,89,2,46,6,10,0,0,149,0,33,2,0,18
58292,20230823,山地原住民,臺南市,女,2857,22,468,1160,708,121,1,71,8,11,0,0,196,0,57,2,6,26
58367,20230823,山地原住民,高雄市,男,10858,55,633,3194,4677,1218,2,252,8,15,0,0,339,0,85,191,181,8
58368,20230823,山地原住民,高雄市,女,12189,86,895,4013,4703,1316,5,313,14,26,0,0,358,0,122,174,155,9
58447,20230823,山地原住民,宜蘭縣,男,7618,12,6996,76,126,16,0,13,8,0,0,0,245,0,25,1,1,99
58448,20230823,山地原住民,宜蘭縣,女,7687,12,6824,135,226,18,3,18,6,4,1,0,340,0,36,1,1,62
58473,20230823,山地原住民,新竹縣,男,9480,6,8149,222,175,28,0,17,636,10,0,0,105,0,34,0,0,98
58474,20230823,山地原住民,新竹縣,女,9577,27,7999,273,284,22,2,22,630,11,0,0,167,0,49,0,2,89
58501,20230823,山地原住民,苗栗縣,男,3342,2,2838,171,158,10,4,6,32,8,0,0,60,0,32,2,0,19
58502,20230823,山地原住民,苗栗縣,女,3592,7,2875,205,246,12,1,18,55,11,0,0,90,0,43,1,0,28
58539,20230823,山地原住民,彰化縣,男,1352,17,193,476,457,39,0,22,5,7,0,0,68,0,54,0,1,13
58540,20230823,山地原住民,彰化縣,女,1841,25,350,601,603,49,0,31,5,5,1,0,90,0,57,2,7,15
58593,20230823,山地原住民,南投縣,男,13935,0,2841,177,7090,33,2,115,8,2,0,0,66,0,3590,8,0,3
58594,20230823,山地原住民,南投縣,女,13735,7,2973,265,6845,44,1,151,10,3,1,0,89,0,3336,4,3,3
58621,20230823,山地原住民,雲林縣,男,548,5,107,152,151,23,0,13,4,6,0,0,64,0,15,0,0,8
58622,20230823,山地原住民,雲林縣,女,825,5,206,225,216,32,1,33,0,3,0,0,70,0,20,2,0,12
58663,20230823,山地原住民,嘉義縣,男,2429,2,79,106,155,5,0,2020,4,0,0,0,26,0,14,2,0,16
58664,20230823,山地原住民,嘉義縣,女,2607,0,124,170,193,12,2,2001,4,1,0,0,44,0,25,2,1,28
58701,20230823,山地原住民,屏東縣,男,27770,129,205,23631,338,2979,1,31,7,7,1,0,104,0,22,10,6,299
58702,20230823,山地原住民,屏東縣,女,28386,149,318,23784,535,3112,4,40,13,11,0,0,136,0,34,16,5,229
58769,20230823,山地原住民,臺東縣,男,11596,24,225,4318,4267,265,7,17,11,2156,0,0,102,0,18,1,2,183
58770,20230823,山地原住民,臺東縣,女,11468,54,323,4128,4224,289,13,34,11,2122,0,0,147,0,21,1,2,99
58803,20230823,山地原住民,花蓮縣,男,18491,37,1183,294,4240,21,3,9,14,8,0,0,11683,1,488,1,0,509
58804,20230823,山地原住民,花蓮縣,女,18516,60,1506,390,4087,34,6,23,10,18,0,1,11626,1,471,3,0,280
58831,20230823,山地原住民,澎湖縣,男,164,0,46,57,29,4,0,1,1,2,0,0,11,0,10,1,2,0
58832,20230823,山地原住民,澎湖縣,女,170,0,54,51,43,5,0,3,1,0,0,0,6,0,6,0,1,0
58845,20230823,山地原住民,基隆市,男,648,11,278,92,114,13,0,9,4,5,0,0,100,0,15,0,0,7
58846,20230823,山地原住民,基隆市,女,851,22,391,115,145,9,0,19,3,6,0,0,116,0,15,0,0,10
58861,20230823,山地原住民,新竹市,男,895,1,495,116,90,11,0,5,52,2,0,0,92,0,17,0,0,14
58862,20230823,山地原住民,新竹市,女,1389,5,820,167,114,22,0,21,74,5,0,0,113,0,25,0,0,23
58869,20230823,山地原住民,嘉義市,男,354,1,26,49,67,6,0,173,4,0,0,0,13,0,13,0,1,1
58870,20230823,山地原住民,嘉義市,女,467,0,69,76,76,6,0,207,1,0,0,0,17,0,12,0,1,2
58877,20230823,山地原住民,金門縣,男,291,3,62,84,65,8,0,11,0,0,0,0,43,0,7,0,3,5
58878,20230823,山地原住民,金門縣,女,278,1,73,76,73,11,0,6,1,0,0,0,25,0,7,0,2,3
58891,20230823,山地原住民,連江縣,男,90,0,23,25,18,3,0,2,0,0,0,0,16,0,3,0,0,0
58892,20230823,山地原住民,連江縣,女,68,0,17,14,7,2,0,2,1,2,0,0,21,0,2,0,0,0
58901,20230919,不分平地山地,新北市,男,26879,16211,3487,2178,1742,248,647,101,231,33,21,138,957,44,158,9,0,674
58902,20230919,不分平地山地,新北市,女,31391,17956,4517,2675,2085,309,790,143,335,51,29,165,1324,22,212,8,0,770
58961,20230919,不分平地山地,臺北市,男,7304,3557,1225,785,476,113,224,71,93,17,8,25,371,14,101,0,1,223
58962,20230919,不分平地山地,臺北市,女,9754,4550,1732,993,644,142,281,110,105,35,21,25,552,22,160,2,1,379
58987,20230919,不分平地山地,桃園市,男,38902,19065,10623,3038,2211,258,653,109,540,45,16,107,1281,87,258,3,1,607
58988,20230919,不分平地山地,桃園市,女,42752,19959,11776,3702,2878,310,705,120,683,78,18,84,1462,61,315,2,4,595
59015,20230919,不分平地山地,臺中市,男,17214,5390,4473,3266,2168,206,377,120,104,39,67,21,356,11,433,6,12,165
59016,20230919,不分平地山地,臺中市,女,20161,5877,5212,3795,2846,233,440,186,131,56,108,36,491,8,538,8,13,183
59075,20230919,不分平地山地,臺南市,男,3877,1281,307,1176,508,101,176,46,19,10,8,8,156,5,32,2,0,42
59076,20230919,不分平地山地,臺南市,女,5261,1704,472,1534,720,141,225,72,26,11,11,10,203,6,57,2,6,61
59151,20230919,不分平地山地,高雄市,男,17350,4934,647,4237,4684,1285,410,257,26,15,7,22,338,5,85,191,179,28
59152,20230919,不分平地山地,高雄市,女,19654,5596,915,5280,4710,1370,507,314,55,27,10,18,363,9,122,174,155,29
59231,20230919,不分平地山地,宜蘭縣,男,8880,1105,7012,134,126,28,45,13,13,0,2,9,247,5,25,1,1,114
59232,20230919,不分平地山地,宜蘭縣,女,9316,1404,6836,218,226,28,75,18,27,4,2,13,343,3,35,0,1,83
59257,20230919,不分平地山地,新竹縣,男,10941,998,8294,282,176,42,70,17,775,10,7,3,107,7,34,0,0,119
59258,20230919,不分平地山地,新竹縣,女,11340,1211,8149,388,289,38,76,21,804,13,4,6,167,8,49,0,2,115
59285,20230919,不分平地山地,苗栗縣,男,5645,702,3138,210,162,11,51,6,1197,8,7,5,62,0,32,2,0,52
59286,20230919,不分平地山地,苗栗縣,女,5901,874,3141,263,254,15,54,20,1063,11,9,9,90,1,42,1,0,54
59323,20230919,不分平地山地,彰化縣,男,2748,1055,196,658,468,57,83,22,12,7,17,14,71,0,54,0,1,33
59324,20230919,不分平地山地,彰化縣,女,3565,1289,363,813,610,77,142,31,20,5,12,10,91,0,58,2,7,35
59377,20230919,不分平地山地,南投縣,男,14701,450,2853,214,7077,33,30,115,20,4,226,2,70,1,3591,8,0,7
59378,20230919,不分平地山地,南投縣,女,14753,635,2988,330,6868,51,52,151,25,3,203,5,89,2,3338,4,3,6
59405,20230919,不分平地山地,雲林縣,男,1112,448,114,212,151,29,22,13,12,6,0,2,64,1,16,0,0,22
59406,20230919,不分平地山地,雲林縣,女,1686,695,218,303,216,35,40,34,14,3,0,3,70,3,22,2,0,28
59447,20230919,不分平地山地,嘉義縣,男,2813,272,81,141,158,8,32,2019,17,2,4,2,27,0,14,2,0,34
59448,20230919,不分平地山地,嘉義縣,女,3199,418,139,224,192,21,50,2003,20,1,13,2,46,1,25,2,1,41
59485,20230919,不分平地山地,屏東縣,男,30116,1143,215,24783,346,3019,97,31,8,7,2,2,105,2,23,10,6,317
59486,20230919,不分平地山地,屏東縣,女,31095,1477,336,24885,541,3164,153,41,24,11,2,10,138,5,35,16,5,252
59553,20230919,不分平地山地,臺東縣,男,39882,18119,236,8716,4282,1057,3961,17,34,2154,0,61,99,6,19,1,2,1118
59554,20230919,不分平地山地,臺東縣,女,38380,17466,343,8307,4258,1046,3816,33,32,2120,1,53,147,5,22,1,3,727
59587,20230919,不分平地山地,花蓮縣,男,46858,26458,1191,440,4263,37,258,9,35,11,0,358,11748,318,489,1,0,1242
59588,20230919,不分平地山地,花蓮縣,女,46477,26239,1543,587,4126,65,311,24,41,18,0,320,11668,367,472,3,0,693
59615,20230919,不分平地山地,澎湖縣,男,339,139,47,77,30,5,10,1,3,2,0,0,12,0,10,1,2,0
59616,20230919,不分平地山地,澎湖縣,女,358,143,55,79,45,5,13,3,1,1,0,0,6,0,6,0,1,0
59629,20230919,不分平地山地,基隆市,男,4614,3740,285,143,117,13,47,9,8,5,1,6,103,3,19,0,0,115
59630,20230919,不分平地山地,基隆市,女,4898,3848,402,161,147,9,61,19,9,7,1,8,121,4,16,0,0,85
59645,20230919,不分平地山地,新竹市,男,1933,804,514,161,92,18,44,5,124,2,4,2,95,0,17,0,0,51
59646,20230919,不分平地山地,新竹市,女,2607,939,856,229,116,28,58,21,156,5,2,2,117,5,25,0,0,48
59653,20230919,不分平地山地,嘉義市,男,507,112,28,53,67,13,20,174,4,0,0,1,12,3,13,0,1,6
59654,20230919,不分平地山地,嘉義市,女,731,185,70,102,76,14,31,208,2,0,1,5,16,3,12,0,1,5
59661,20230919,不分平地山地,金門縣,男,626,296,63,93,67,12,5,11,6,0,0,1,44,0,7,0,3,18
59662,20230919,不分平地山地,金門縣,女,645,310,78,95,77,13,9,6,12,0,2,2,26,0,7,0,2,6
59675,20230919,不分平地山地,連江縣,男,177,71,23,34,18,4,2,2,2,0,0,1,16,0,3,0,0,1
59676,20230919,不分平地山地,連江縣,女,140,62,18,22,7,2,1,2,1,2,0,0,21,0,2,0,0,0
59687,20230919,平地原住民,新北市,男,18688,16165,46,828,14,95,641,0,151,0,21,138,3,44,2,0,0,540
59688,20230919,平地原住民,新北市,女,20924,17898,92,956,44,129,778,0,216,1,29,165,9,22,0,0,0,585
59747,20230919,平地原住民,臺北市,男,4349,3539,25,262,2,27,224,0,57,0,8,25,1,14,0,0,0,165
59748,20230919,平地原住民,臺北市,女,5589,4531,28,323,2,26,280,0,64,0,21,25,3,22,0,0,0,264
59773,20230919,平地原住民,桃園市,男,21852,18974,143,946,11,105,643,0,391,0,16,107,6,87,3,2,0,418
59774,20230919,平地原住民,桃園市,女,23065,19849,217,1099,22,119,686,1,513,0,18,84,7,61,0,1,0,388
59801,20230919,平地原住民,臺中市,男,7236,5349,53,1062,29,90,371,0,89,1,66,21,4,11,0,0,0,90
59802,20230919,平地原住民,臺中市,女,7976,5801,69,1180,30,110,437,0,104,1,107,35,3,8,2,0,0,89
59861,20230919,平地原住民,臺南市,男,1791,1271,4,265,7,10,174,0,13,0,8,8,2,5,0,0,0,24
59862,20230919,平地原住民,臺南市,女,2389,1682,5,367,9,22,224,0,17,0,11,10,1,6,0,0,0,35
59937,20230919,平地原住民,高雄市,男,6498,4879,11,1042,12,66,409,6,19,0,7,22,1,5,0,0,0,19
59938,20230919,平地原住民,高雄市,女,7458,5509,18,1260,17,48,502,1,41,1,10,18,4,9,0,0,0,20
60017,20230919,平地原住民,宜蘭縣,男,1263,1093,17,58,0,12,45,0,5,0,2,9,1,5,0,0,0,16
60018,20230919,平地原住民,宜蘭縣,女,1633,1392,14,84,0,12,72,0,18,0,1,13,2,3,0,0,0,22
60043,20230919,平地原住民,新竹縣,男,1459,992,145,60,0,14,70,0,139,0,7,3,1,7,0,0,0,21
60044,20230919,平地原住民,新竹縣,女,1756,1185,145,111,6,16,74,0,173,2,4,6,0,8,0,0,0,26
60071,20230919,平地原住民,苗栗縣,男,2294,700,298,37,1,1,47,0,1165,0,7,5,0,0,0,0,0,33
60072,20230919,平地原住民,苗栗縣,女,2312,867,271,58,5,3,53,2,1007,0,9,9,1,1,0,0,0,26
60109,20230919,平地原住民,彰化縣,男,1385,1038,3,181,5,17,83,0,7,0,17,14,0,0,0,0,0,20
60110,20230919,平地原住民,彰化縣,女,1721,1264,14,208,6,28,142,1,15,0,11,10,1,0,0,0,0,21
60163,20230919,平地原住民,南投縣,男,778,450,5,40,3,4,28,0,12,0,226,2,3,1,0,0,0,4
60164,20230919,平地原住民,南投縣,女,1006,628,14,66,13,7,51,0,15,0,202,5,0,2,0,0,0,3
60191,20230919,平地原住民,雲林縣,男,561,443,5,59,0,6,22,0,8,0,0,2,0,1,1,0,0,14
60192,20230919,平地原住民,雲林縣,女,858,690,11,75,1,3,39,0,14,0,0,3,0,3,2,0,0,17
60233,20230919,平地原住民,嘉義縣,男,379,269,4,33,0,3,32,0,13,0,4,2,1,0,0,0,0,18
60234,20230919,平地原住民,嘉義縣,女,586,417,14,52,0,6,48,3,16,0,13,2,1,1,0,0,0,13
60271,20230919,平地原住民,屏東縣,男,2321,1014,7,1143,1,34,96,0,1,0,1,2,0,2,0,0,0,20
60272,20230919,平地原住民,屏東縣,女,2682,1326,8,1093,3,53,149,0,11,0,2,10,0,5,0,0,0,22
60339,20230919,平地原住民,臺東縣,男,28290,18095,9,4397,16,793,3954,1,23,0,0,61,0,6,0,0,0,935
60340,20230919,平地原住民,臺東縣,女,26928,17411,18,4196,30,758,3803,0,21,0,1,53,2,5,1,0,1,628
60373,20230919,平地原住民,花蓮縣,男,28352,26420,17,145,21,16,255,0,21,3,0,358,42,317,2,0,0,735
60374,20230919,平地原住民,花蓮縣,女,27956,26179,37,194,35,31,305,1,31,1,0,319,44,366,0,0,0,413
60401,20230919,平地原住民,澎湖縣,男,171,139,0,18,1,1,10,0,2,0,0,0,0,0,0,0,0,0
60402,20230919,平地原住民,澎湖縣,女,186,143,1,28,0,0,13,0,0,1,0,0,0,0,0,0,0,0
60415,20230919,平地原住民,基隆市,男,3959,3729,6,51,1,0,47,0,4,0,1,6,0,3,3,0,0,108
60416,20230919,平地原住民,基隆市,女,4040,3826,10,46,0,0,61,0,6,1,1,8,0,4,2,0,0,75
60431,20230919,平地原住民,新竹市,男,1033,803,19,44,0,7,44,0,72,0,4,2,1,0,0,0,0,37
60432,20230919,平地原住民,新竹市,女,1221,934,41,60,1,7,58,0,84,0,2,2,2,5,0,0,0,25
60439,20230919,平地原住民,嘉義市,男,156,111,2,7,0,7,20,0,0,0,0,1,0,3,0,0,0,5
60440,20230919,平地原住民,嘉義市,女,266,185,1,27,0,8,31,0,2,0,1,5,0,3,0,0,0,3
60447,20230919,平地原住民,金門縣,男,330,293,1,7,0,4,5,0,6,0,0,1,0,0,0,0,0,13
60448,20230919,平地原住民,金門縣,女,357,309,4,15,0,2,9,0,11,0,2,2,0,0,0,0,0,3
60461,20230919,平地原住民,連江縣,男,87,71,0,9,0,1,2,0,2,0,0,1,0,0,0,0,0,1
60462,20230919,平地原住民,連江縣,女,72,62,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60473,20230919,山地原住民,新北市,男,8191,46,3441,1350,1728,153,6,101,80,33,0,0,954,0,156,9,0,134
60474,20230919,山地原住民,新北市,女,10467,58,4425,1719,2041,180,12,143,119,50,0,0,1315,0,212,8,0,185
60533,20230919,山地原住民,臺北市,男,2955,18,1200,523,474,86,0,71,36,17,0,0,370,0,101,0,1,58
60534,20230919,山地原住民,臺北市,女,4165,19,1704,670,642,116,1,110,41,35,0,0,549,0,160,2,1,115
60559,20230919,山地原住民,桃園市,男,17050,91,10480,2092,2200,153,10,109,149,45,0,0,1275,0,255,1,1,189
60560,20230919,山地原住民,桃園市,女,19687,110,11559,2603,2856,191,19,119,170,78,0,0,1455,0,315,1,4,207
60587,20230919,山地原住民,臺中市,男,9978,41,4420,2204,2139,116,6,120,15,38,1,0,352,0,433,6,12,75
60588,20230919,山地原住民,臺中市,女,12185,76,5143,2615,2816,123,3,186,27,55,1,1,488,0,536,8,13,94
60647,20230919,山地原住民,臺南市,男,2086,10,303,911,501,91,2,46,6,10,0,0,154,0,32,2,0,18
60648,20230919,山地原住民,臺南市,女,2872,22,467,1167,711,119,1,72,9,11,0,0,202,0,57,2,6,26
60723,20230919,山地原住民,高雄市,男,10852,55,636,3195,4672,1219,1,251,7,15,0,0,337,0,85,191,179,9
60724,20230919,山地原住民,高雄市,女,12196,87,897,4020,4693,1322,5,313,14,26,0,0,359,0,122,174,155,9
60803,20230919,山地原住民,宜蘭縣,男,7617,12,6995,76,126,16,0,13,8,0,0,0,246,0,25,1,1,98
60804,20230919,山地原住民,宜蘭縣,女,7683,12,6822,134,226,16,3,18,9,4,1,0,341,0,35,0,1,61
60829,20230919,山地原住民,新竹縣,男,9482,6,8149,222,176,28,0,17,636,10,0,0,106,0,34,0,0,98
