"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔不動產、廠房及設備比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力-平均收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-不動產、廠房及設備週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-權益報酬率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"2387","精元",53.69,214.67,154.77,122.74,16.70,3.12,116.98,5.49,66.48,4.35,1.12,7.64,16.29,108.60,6.36,7.48,38.76,62.22,18.20
"2388","威盛",0.40,8.33,2.41,1.82,9.12,16.25,22.46,1.91,191.09,4.68,0.40,0.01,0.02,0.10,0.02,-0.17,0.07,0.08,0.00
"2390","云辰",17.06,1114.59,381.85,264.38,-262.02,7.31,49.93,0.81,450.61,2.43,0.16,-22.88,-26.31,-44.99,-146.45,-4.11,3.34,-59.00,-6.94
"2392","正崴",63.11,296.03,168.03,102.36,9.06,5.33,68.48,4.74,77.00,4.49,1.04,2.68,6.09,66.59,2.23,3.14,-0.73,37.82,-1.20
"2393","億光",28.27,264.93,251.75,234.53,36.23,3.01,121.26,10.21,35.74,2.70,0.76,4.79,7.01,39.22,6.62,2.78,64.99,171.73,7.32
"2395","研華",33.29,433.94,225.90,143.78,49904.97,6.42,56.85,3.21,113.70,6.46,1.11,17.33,26.00,172.79,15.63,13.85,52.66,102.96,7.72
"2397","友通",55.69,192.48,166.23,85.37,13.38,5.61,65.06,3.23,113.00,6.14,1.27,5.05,10.52,66.34,3.69,4.61,11.98,36.13,2.91
"2399","映泰",20.01,1730.05,427.94,226.13,130.66,17.24,21.17,1.82,200.54,16.93,0.80,0.42,0.55,0.91,0.57,0.07,-15.38,12.28,-12.27
"2401","凌陽",21.87,659.74,490.32,352.50,5248.20,6.17,59.15,1.83,199.45,3.46,0.42,4.35,5.51,14.90,9.99,0.37,0.00,49.56,0.00
"2402","毅嘉",38.36,244.11,206.94,162.05,20.51,2.67,136.70,5.47,66.72,2.82,0.78,3.99,6.06,15.45,4.67,1.20,5.91,88.24,0.37
"2404","漢唐",68.30,823.40,132.50,115.06,207.86,8.22,44.40,0.34,1073.52,35.26,1.44,14.41,40.26,284.80,8.51,21.25,30.22,145.97,42.43
"2405","輔信",16.90,384.74,473.04,302.30,16.96,9.75,37.43,1.31,278.62,1.71,0.38,1.31,1.53,1.92,3.23,0.16,-50.84,14.77,-8.10
"2406","國碩",34.69,245.08,221.99,183.03,-4.52,3.73,97.85,4.92,74.18,1.45,0.44,-3.07,-6.12,-13.54,-7.89,-0.45,3.96,90.17,0.79
"2408","南亞科",10.52,219.15,652.16,496.23,344.55,7.15,51.04,2.03,179.80,0.70,0.28,7.44,8.26,54.47,25.66,4.72,130.30,107.94,2.80
"2409","友達",50.50,147.80,144.30,110.60,0.00,6.10,59.83,7.60,48.02,1.40,0.60,-4.90,-9.80,-25.30,-8.50,-2.39,27.80,114.60,1.50
"2412","中華電",24.74,156.93,155.11,134.23,18075.68,8.38,43.55,4.38,83.33,0.75,0.42,7.37,9.68,60.88,17.53,4.70,115.61,111.51,3.52
"2413","環科",63.26,249.18,145.88,66.66,10.72,6.11,59.73,2.22,164.41,4.07,0.92,5.52,13.46,25.82,5.42,2.07,11.16,0.07,5.85
"2414","精技",58.46,323.36,147.57,106.96,26.86,5.78,63.14,11.78,30.98,18.00,2.73,6.25,13.47,42.71,2.21,3.08,-9.35,100.51,-14.78
"2415","錩新",66.05,420.22,139.35,125.78,1.38,6.69,54.55,2.51,145.41,3.07,0.29,1.42,0.04,6.30,0.05,0.01,38.49,55.22,40.70
"2417","圓剛",32.97,264.81,210.70,153.61,1667.00,8.68,42.05,1.72,212.20,2.45,0.63,3.31,4.68,14.05,4.98,0.23,31.52,151.70,11.30
"2419","仲琦",50.48,300.14,157.85,91.29,11.73,5.64,64.71,2.60,140.38,6.41,1.06,5.71,9.65,22.77,4.94,1.50,13.75,11.85,10.36
"2420","新巨",33.83,388.67,287.86,163.33,48.43,6.37,57.29,1.62,225.30,2.10,0.47,12.26,19.00,56.63,25.62,4.43,70.27,118.55,1.10
"2421","建準",57.33,258.17,142.75,98.47,33.11,4.09,89.24,4.22,86.49,6.49,1.19,9.47,22.76,56.82,7.74,4.34,34.13,96.74,30.60
"2423","固緯",34.00,291.22,221.00,114.40,141.36,3.80,96.05,1.34,272.38,3.18,0.77,10.87,15.94,36.56,13.99,2.78,13.25,81.52,-1.71
"2424","隴華",46.72,175.16,125.37,115.46,-2532.38,8.07,45.22,8.51,42.89,0.36,0.16,-32.39,-67.00,-35.22,-215.19,-4.60,-43.28,-83.74,-6.73
"2425","承啟",28.05,11259.40,313.24,252.69,55.97,5.08,71.85,12.00,30.41,284.03,1.93,11.19,16.66,44.65,5.86,3.32,66.90,185.77,22.88
"2426","鼎元",26.42,247.46,357.14,262.74,-11.75,2.88,126.73,2.15,169.76,1.37,0.41,-2.97,-4.34,-5.46,-7.62,-0.60,71.64,81.27,4.66
"2427","三商電",56.41,263.46,144.22,49.75,1299.70,8.68,42.05,1.44,253.47,3.28,0.75,4.10,8.14,13.45,5.07,1.04,0.00,59.90,-1.93
"2428","興勤",34.99,355.94,397.37,316.30,105.61,3.34,109.28,2.67,136.70,2.55,0.56,10.62,16.14,140.24,18.62,10.72,81.25,101.34,7.82
"2429","銘旺科",61.67,147.62,134.06,88.91,-274.79,6.58,55.47,5.14,71.01,1.39,0.65,-5.44,-17.32,-10.25,-10.16,-1.24,"NA",38.52,"NA"
"2430","燦坤",68.41,290.77,88.18,38.43,11.44,170.33,2.14,7.24,50.41,6.81,1.45,3.85,11.97,62.78,2.66,4.29,36.38,232.97,13.77
"2431","聯昌",23.13,1469.15,399.10,328.31,2032.96,4.23,86.28,3.48,104.88,9.78,0.51,0.68,0.71,6.55,1.04,0.09,7.09,-52.55,1.69
"2432","倚天酷碁-創",31.40,150383.12,285.02,257.88,3001.54,5.30,68.86,11.62,31.41,2212.54,1.35,10.95,18.28,11.90,8.14,3.04,16.35,0.00,6.81
"2433","互盛電",40.23,230.33,202.90,184.35,3101.45,8.24,44.29,3.45,105.79,1.22,0.41,7.65,12.26,47.79,18.28,3.88,77.71,75.43,12.51
"2434","統懋",26.26,153.34,199.27,174.51,-1351.02,3.91,93.35,3.65,100.00,0.24,0.14,-4.96,-6.78,-9.45,-38.05,-0.94,-49.12,-242.99,-2.75
"2436","偉詮電",37.17,1036.33,215.20,134.33,11.85,2.95,123.72,1.74,209.77,9.22,0.51,2.10,3.17,7.84,3.73,0.83,-14.19,10.40,-21.33
"2438","翔耀",7.04,267.22,1002.47,952.61,-330.06,3.17,115.14,6.36,57.38,0.67,0.23,-2.45,-2.78,-3.52,-10.66,-0.37,171.61,866.54,3.92
"2439","美律",60.94,465.41,155.22,120.36,21.43,3.88,94.07,5.82,62.71,8.74,1.05,5.06,12.86,94.09,4.58,6.81,33.16,105.65,21.64
"2440","太空梭",34.23,633.45,268.45,226.78,139.73,3.10,117.74,9.55,38.21,13.05,1.48,-0.26,-1.67,0.62,-0.75,-0.17,78.83,59.77,32.68
"2441","超豐",14.42,148.12,295.76,246.71,"NA",4.86,75.10,8.41,43.40,1.12,0.63,12.40,15.13,70.79,19.80,5.55,218.22,0.96,9.45
"2442","新美齊",69.87,8240.96,134.58,40.04,26.05,65.24,5.59,0.05,7300.00,9.05,0.04,1.08,3.17,6.86,25.73,0.56,-8.31,-34.27,-20.45
"2443","昶虹",10.67,1163.92,796.43,754.38,67.36,2.63,138.78,77.96,4.68,1.67,0.15,46.22,108.91,4.68,300.77,0.00,-87.09,66.34,-9.60
"2444","兆勁",52.94,325.65,227.89,93.61,13.54,3.37,108.30,1.94,188.14,3.98,0.91,6.54,12.86,14.30,6.66,1.18,-6.04,-63.52,-4.52
"2449","京元電子",50.31,133.53,218.06,201.13,17.15,5.04,72.42,16.59,22.00,0.80,0.50,10.13,19.44,73.33,18.98,5.59,185.76,93.64,10.19
"2450","神腦",39.57,860.71,196.96,117.27,91.80,15.72,23.21,10.10,36.13,39.15,2.89,6.16,10.54,30.72,2.10,2.55,-8.94,65.90,-10.82
"2451","創見",9.19,1271.96,1139.28,314.26,1702.10,8.53,42.79,2.10,173.80,6.88,0.55,11.17,12.46,78.22,20.25,5.72,358.17,75.20,14.61
"2453","凌群",53.67,601.88,164.81,128.17,39.93,3.87,94.31,11.71,31.16,16.65,1.34,5.80,12.16,30.47,4.12,2.51,9.28,104.88,0.94
"2454","聯發科",27.17,824.18,210.25,157.38,36646.31,11.03,33.09,3.86,94.55,10.65,0.86,18.73,27.06,847.55,21.61,74.59,102.12,104.14,7.59
"2455","全新",30.13,135.69,221.27,142.61,101.76,5.94,61.44,2.98,122.48,1.02,0.56,11.88,17.13,36.10,20.92,2.95,87.89,77.96,-1.33
"2457","飛宏",57.40,210.81,159.03,104.78,3.41,5.69,64.14,3.65,100.00,3.87,0.99,0.95,1.18,5.01,0.51,0.19,-4.83,-13.40,-2.61
"2458","義隆",27.79,1080.68,333.07,188.35,195.00,10.16,35.92,2.04,178.92,13.41,0.86,13.51,19.75,88.95,15.61,7.56,29.25,86.18,-26.09
"2459","敦吉",46.43,445.10,213.40,191.07,26.21,3.94,92.63,8.55,42.69,4.75,0.79,7.03,12.46,103.93,8.40,5.43,19.77,135.17,3.20
"2460","建通",51.99,184.78,170.38,120.92,-2.46,2.72,134.19,2.68,136.19,1.78,0.55,-1.19,-4.37,-10.51,-3.58,-0.62,39.80,98.43,11.82
"2461","光群雷",47.87,342.59,215.97,148.14,7.86,4.32,84.49,3.65,100.00,4.18,0.79,1.72,2.63,14.85,1.74,1.82,20.00,70.92,2.81
"2462","良得電",45.50,213.91,146.89,109.03,7.06,2.60,140.38,4.45,82.02,4.00,0.92,4.40,7.96,11.18,4.36,1.48,35.21,52.49,18.95
"2464","盟立",66.87,196.09,127.21,32.75,27.80,22.56,16.17,5.75,63.47,3.87,0.87,4.34,12.20,30.39,4.85,2.63,-19.94,86.60,-30.73
"2465","麗臺",74.90,338.73,118.50,50.80,-691.69,13.59,26.85,6.14,59.44,27.48,2.63,-8.68,-30.97,-34.17,-3.68,-3.32,-26.30,2.43,-47.02
"2466","冠西電",56.52,447.49,169.69,97.37,3.09,4.47,81.65,1.95,187.17,1.86,0.33,3.68,6.18,6.74,7.93,0.66,7.39,57.88,1.50
"2467","志聖",57.52,523.73,155.10,126.12,3184.91,2.14,170.56,2.53,144.26,6.64,0.66,9.66,22.03,61.29,13.40,4.59,17.47,122.55,3.09
"2468","華經",44.49,513.40,172.82,145.67,27.52,6.48,56.32,12.06,30.26,8.49,1.13,3.28,5.41,11.20,2.80,0.91,-9.56,-23.56,-9.10
"2471","資通",37.67,7666.72,302.83,278.64,396.91,3.47,105.18,0.00,"*****",47.13,0.59,10.48,16.99,36.45,17.86,3.04,43.12,151.30,6.21
"2472","立隆電",30.66,187.05,212.44,160.74,4601.88,3.53,103.39,4.21,86.69,1.89,0.74,12.72,18.10,136.42,16.74,7.53,67.28,109.44,13.19
"2474","可成",31.36,1156.27,273.12,267.77,2449.65,2.89,126.29,5.65,64.60,1.72,0.11,4.65,6.87,231.54,39.16,15.14,19.72,118.86,3.15
"2476","鉅祥",32.92,576.85,313.72,270.51,76.92,4.28,85.28,4.56,80.04,5.44,0.72,10.58,17.83,68.96,14.51,4.58,60.66,109.34,10.47
"2477","美隆電",45.54,374.15,286.45,234.60,10.88,5.21,70.05,2.98,122.48,2.29,0.41,1.22,1.86,16.13,2.40,0.50,18.17,9.58,0.58
"2478","大毅",27.86,210.07,290.96,166.40,52.05,3.30,110.60,1.67,218.56,1.41,0.53,6.71,9.66,51.15,12.54,4.31,60.73,93.06,4.39
"2480","敦陽科",51.98,734.70,175.29,77.74,531.52,7.15,51.04,2.20,165.90,15.18,1.09,11.98,23.93,85.49,10.93,6.91,20.63,55.97,2.36
"2481","強茂",48.88,248.28,193.56,138.88,16.14,3.14,116.24,2.98,122.48,1.72,0.47,6.69,12.55,54.63,13.29,4.60,23.59,63.06,2.22
"2482","連宇",23.13,749.55,395.91,280.40,155.69,8.55,42.69,2.61,139.84,7.82,0.94,16.56,22.07,37.28,17.48,2.98,50.22,114.92,11.33
"2483","百容",42.11,154.18,132.65,97.10,14.00,5.28,69.12,3.42,106.72,1.14,0.50,4.12,6.58,20.32,7.64,1.54,25.10,34.13,7.42
"2484","希華",27.76,282.24,386.02,258.63,7284.50,4.45,82.02,2.28,160.08,2.03,0.56,13.46,18.95,61.68,23.53,4.82,135.73,90.50,10.00
"2485","兆赫",29.57,243.63,218.57,106.48,-38.90,3.77,96.81,2.41,151.45,2.47,0.71,-0.75,-1.04,-0.70,-1.02,0.00,-28.81,-17.56,-12.72
"2486","一詮",45.84,303.95,262.04,182.59,309.06,2.38,153.36,3.21,113.70,2.64,0.64,1.74,2.17,5.87,1.77,0.47,55.63,38.26,11.95
"2488","漢平",29.36,715.67,399.74,320.09,86.39,10.69,34.14,4.00,91.25,8.16,0.83,8.42,13.89,52.34,9.96,3.86,74.16,80.45,12.28
"2489","瑞軒",31.12,491.92,282.27,241.68,-330.28,3.99,91.47,5.57,65.52,5.64,0.83,-11.94,-18.26,-43.10,-17.03,-3.45,73.98,169.54,20.03
"2491","吉祥全",11.07,4605.70,958.61,671.42,-24.46,-5.30,-68.86,0.38,960.52,-8.92,-0.18,-32.94,-38.94,-78.63,267.10,-4.70,122.94,112.66,12.60
"2492","華新科",41.58,255.71,218.81,176.98,14.39,3.47,105.18,3.30,110.60,1.20,0.37,2.69,3.72,72.82,6.50,3.40,46.45,103.60,5.96
"2493","揚博",40.23,570.88,226.48,156.49,17568.26,4.09,89.24,1.91,191.09,7.08,0.81,13.99,22.76,66.01,17.18,5.18,43.35,117.38,15.09
"2495","普安",34.26,731.77,266.03,236.52,15.06,7.28,50.13,1.50,243.33,2.53,0.25,3.85,5.24,9.69,14.63,0.78,9.77,93.08,2.10
"2496","卓越",38.31,309.65,71.92,70.15,46.92,162.99,2.23,115.51,3.15,2.42,0.55,6.40,9.90,51.50,11.28,4.16,51.57,1.39,49.25
"2497","怡利電",48.12,255.89,210.53,110.67,1768.28,4.71,77.49,2.27,160.79,3.59,1.00,10.37,20.13,39.71,9.72,2.88,-21.43,-24.04,-6.97
"2498","宏達電",45.00,465.00,201.00,188.00,-23.00,8.04,45.39,1.40,260.71,0.61,0.10,-7.28,-12.93,-41.16,-77.39,-4.13,-27.25,-2063.47,-9.48
"3002","歐格",25.85,483.88,1029.52,860.97,40.94,4.92,74.18,2.27,160.79,2.95,0.41,0.36,0.53,1.54,0.84,0.06,-19.37,7.95,-1.62
"3003","健和興",24.01,498.32,506.81,357.80,9600.49,4.75,76.84,1.60,228.12,3.65,0.59,11.16,15.54,80.43,18.61,5.75,112.55,96.52,12.44
"3004","豐達科",57.41,117.34,143.43,67.17,6.51,4.62,79.00,1.94,188.14,0.71,0.49,3.85,8.06,27.55,6.83,2.85,23.35,78.61,4.41
"3005","神基",42.40,283.55,189.66,131.56,68.28,4.43,82.39,3.43,106.41,3.64,0.88,7.40,12.88,52.25,8.26,4.27,42.21,87.23,9.40
"3006","晶豪科",42.02,595.88,200.90,83.25,3992.68,10.98,33.24,1.81,201.65,9.66,0.81,5.67,9.16,45.61,6.81,3.71,0.00,47.70,0.00
"3008","大立光",16.14,411.25,439.64,419.82,15740.08,5.30,68.86,3.96,92.17,1.31,0.27,12.58,15.24,2084.89,47.46,169.52,150.43,160.01,16.06
"3010","華立",62.29,442.81,163.37,124.04,11.34,4.09,89.24,10.80,33.79,13.26,1.55,6.29,15.04,149.80,3.71,10.53,17.98,54.02,7.30
"3011","今皓",39.21,386.19,210.77,150.27,-8.77,2.95,123.72,3.88,94.07,5.67,0.89,-0.92,-1.33,3.85,-0.90,-0.12,20.44,-61.61,6.07
"3013","晟銘電",57.50,173.08,152.37,113.41,12.96,2.69,135.68,5.12,71.28,2.59,0.92,3.33,8.37,13.89,3.38,1.17,42.82,55.57,23.46
"3014","聯陽",19.34,885.31,393.81,289.49,828.92,5.87,62.18,1.99,183.41,8.23,0.68,15.92,20.92,90.76,23.36,7.56,116.99,79.04,-3.12
"3015","全漢",32.11,955.85,191.11,139.68,56.89,3.45,105.79,3.80,96.05,9.85,0.72,3.88,5.79,50.83,5.28,3.85,23.16,44.76,15.53
"3016","嘉晶",30.87,309.67,355.30,283.67,41.27,4.62,79.00,4.97,73.44,3.10,0.83,9.78,13.74,29.62,11.55,2.38,79.88,91.96,8.26
"3017","奇鋐",71.19,222.95,138.34,83.39,45.54,10.19,35.81,2.74,133.21,6.44,1.01,7.87,29.83,183.66,7.43,11.78,26.89,67.27,23.55
"3018","隆銘綠能",87.46,369.18,121.96,109.76,-24.35,3.91,93.35,0.00,"*****",8.38,1.00,-15.96,-106.22,-33.59,-16.65,-2.73,-31.72,-94.59,-23.56
"3019","亞光",28.03,591.01,311.98,247.56,53822.14,4.47,81.65,4.04,90.34,7.46,0.88,6.26,8.79,61.10,7.05,3.29,42.69,156.22,4.93
"3021","鴻名",52.00,370.00,1.65,1.12,28.76,4.37,83.52,3.85,94.80,9.29,1.33,6.58,13.37,32.52,5.00,1.92,11.00,55.38,7.00
"3022","威強電",30.97,778.64,291.14,233.11,360.42,7.97,45.79,3.04,120.06,6.30,0.64,11.98,17.27,107.73,18.78,8.45,50.90,108.64,9.99
"3023","信邦",59.14,474.60,155.49,81.52,46.58,3.90,93.58,2.00,182.50,10.42,1.02,10.28,24.57,161.11,9.89,12.22,13.98,35.76,4.95
"3024","憶聲",38.79,1922.28,156.53,74.75,11.05,13.06,27.94,1.10,331.81,9.13,0.33,2.24,3.24,3.93,6.17,0.33,-7.85,40.58,0.00
"3025","星通",21.06,646.26,596.08,361.34,67.83,5.10,71.56,0.65,561.53,2.90,0.42,6.60,8.13,11.76,15.38,0.95,228.84,90.00,28.84
"3026","禾伸堂",37.49,252.76,262.14,168.51,4587.00,4.89,74.64,3.56,102.52,3.32,0.94,7.13,11.20,93.12,7.49,7.79,31.34,65.50,-1.05
"3027","盛達",47.86,316.14,151.46,115.74,7.69,7.95,45.91,2.51,145.41,1.88,0.41,2.00,3.10,6.68,4.20,0.41,6.42,12.53,2.80
"3028","增你強",74.59,1467.75,131.11,58.30,382.16,4.61,79.17,3.48,104.88,94.50,1.83,4.46,13.21,41.49,1.78,3.30,-10.95,-53.80,-38.56
"3029","零壹",50.30,1284.90,177.42,127.67,615.75,4.41,82.76,6.23,58.58,40.46,2.16,7.82,15.45,49.85,4.81,4.03,-2.93,33.74,-15.93
"3030","德律",20.78,240.80,375.00,282.27,1052.35,2.48,147.17,1.62,225.30,2.22,0.73,22.39,28.76,103.88,28.64,8.13,91.73,89.50,8.21
"3031","佰鴻",16.34,736.45,433.07,384.00,49.92,2.94,124.14,4.90,74.48,3.46,0.42,5.50,6.50,12.21,12.95,1.16,22.31,144.51,-1.12
"3032","偉訓",51.36,298.15,143.96,96.53,29.80,3.07,118.89,2.89,126.29,4.00,0.80,6.65,13.65,56.53,7.95,3.28,32.29,78.59,17.19
"3033","威健",72.38,9407.12,154.32,76.81,6.19,5.32,68.60,4.88,74.79,534.00,2.31,6.77,19.75,55.02,2.42,4.03,-19.94,-29.21,-43.96
"3034","聯詠",34.78,1079.28,326.95,276.26,6067.30,5.39,67.71,3.71,98.38,15.75,0.99,25.29,41.12,567.14,25.44,45.96,92.87,123.79,-10.81
"3035","智原",33.63,1819.12,234.71,158.36,481.21,11.40,32.01,3.08,118.50,25.31,1.02,19.69,29.32,123.01,19.21,9.88,28.87,77.48,4.33
"3036","文曄",72.54,7739.27,147.14,73.92,7.97,7.08,51.55,7.02,51.99,577.47,3.06,4.68,13.97,97.31,1.33,8.61,"NA","NA","NA"
"3037","欣興",57.63,174.00,196.00,167.59,7996.50,5.32,68.60,6.08,60.03,1.69,0.72,16.24,39.48,269.72,22.23,20.08,111.28,138.30,25.16
"3038","全台",45.68,623.05,248.32,169.96,4928.00,6.42,56.85,3.44,106.10,11.82,1.19,10.87,19.08,31.81,8.94,2.83,53.16,125.37,9.39
"3040","遠見",7.06,2065.80,899.55,833.92,68987.00,16.69,21.86,2.54,143.70,2.08,0.11,7.01,7.64,21.90,64.75,1.60,91.58,25.35,-5.67
"3041","揚智",13.18,556.89,426.15,352.56,72.25,9.07,40.24,3.23,113.00,4.47,0.70,0.45,0.52,1.75,0.63,0.07,45.53,-82.56,7.59
"3042","晶技",37.17,245.51,263.22,198.69,7005.95,3.45,105.79,3.05,119.67,2.17,0.65,13.99,22.24,108.90,21.30,9.06,77.28,83.36,4.54
"3043","科風",72.32,144.94,89.27,43.98,8.04,5.22,69.92,2.08,175.48,4.52,0.88,8.45,35.35,11.76,7.85,2.66,2.01,42.00,4.58
"3044","健鼎",44.90,187.48,152.34,111.22,35.36,3.44,106.10,3.82,95.54,2.90,0.81,7.91,15.40,148.87,9.42,11.80,42.32,80.87,9.58
"3045","台灣大",62.27,260.18,59.57,47.10,2296.51,19.90,18.34,14.58,25.03,3.93,0.90,7.06,16.96,46.01,7.53,3.91,42.51,121.02,7.13
"3046","建碁",53.03,15371.18,158.25,125.00,89.73,7.06,51.69,15.24,23.95,650.62,1.91,11.49,26.68,28.35,5.95,2.79,13.78,104.38,11.87
"3047","訊舟",55.98,209.53,197.96,121.54,887.82,4.80,76.04,2.10,173.80,2.51,0.80,3.55,8.33,14.32,4.34,1.30,20.18,48.83,5.72
"3048","益登",82.63,946.10,118.60,44.61,211.49,13.02,28.03,7.50,48.66,169.61,4.06,5.44,16.78,39.64,0.69,3.11,"NA","NA","NA"
"3049","精金",30.96,139.18,453.63,429.50,1.28,7.74,47.15,10.61,34.40,0.23,0.15,0.41,0.23,0.18,1.03,0.03,107.07,196.01,2.05
"3050","鈺德",46.41,174.33,222.88,209.56,3.36,8.03,45.45,8.67,42.09,0.44,0.22,2.68,3.81,7.08,9.26,0.71,54.04,87.38,4.18
"3051","力特",44.87,158.09,95.10,45.27,9.85,4.06,89.90,1.72,212.20,1.59,0.63,10.47,19.84,25.90,15.04,2.62,38.67,433.54,11.14
"3052","夆典",65.62,3163.82,155.23,127.04,378.25,16.14,22.61,3.60,101.38,25.22,0.34,2.52,6.61,12.05,7.06,1.05,6.55,43.78,9.63
"3054","立萬利",5.03,114726.34,1182.08,1137.62,-38319.17,3.20,114.06,2.35,155.31,25.24,0.04,-13.76,-14.54,-14.42,-355.73,-1.50,224.44,18.59,15.80
"3055","蔚華科",29.91,530.10,402.91,369.89,13.29,2.71,134.68,7.17,50.90,1.93,0.37,5.44,9.62,26.70,13.41,2.14,30.62,-111.23,6.61
"3056","富華新",63.59,7483.11,182.49,57.46,150.13,6042.03,0.06,0.38,960.52,65.50,0.42,10.82,35.28,111.66,25.39,9.81,42.05,0.00,43.39
"3057","喬鼎",31.51,915.16,300.50,155.87,216.63,7.36,49.59,1.33,274.43,8.16,0.67,0.49,0.34,0.58,0.32,0.03,7.18,52.70,2.44
"3058","立德",68.53,114.77,96.16,57.76,-2.21,3.75,97.33,3.95,92.40,3.21,0.93,-2.25,-10.92,-9.61,-3.49,-1.01,1.65,8.85,1.35
"3059","華晶科",43.36,247.62,172.21,127.41,19.53,7.68,47.52,4.26,85.68,3.48,0.86,3.20,5.25,24.00,3.48,1.67,6.63,71.82,1.85
"3060","銘異",35.27,445.18,205.53,88.47,5.37,3.98,91.70,2.35,155.31,4.58,0.60,0.23,0.71,3.00,0.64,0.29,-3.88,-2.90,-3.69
"3062","建漢",32.57,627.22,263.68,204.39,-9.86,3.81,95.80,6.46,56.50,7.52,0.76,-4.46,-6.98,-12.31,-6.37,-1.12,-55.15,19.49,-21.67
"3090","日電貿",29.11,1098.37,311.44,222.70,26.51,3.13,116.61,3.50,104.28,16.74,1.14,17.35,26.92,47.98,14.85,8.02,36.39,57.44,3.75
"3092","鴻碩",61.96,136.98,121.03,73.61,4.70,2.78,131.29,2.82,129.43,1.45,0.62,1.58,3.29,8.32,1.96,0.71,-1.09,29.20,-0.61
"3094","聯傑",10.79,890.90,1697.16,1599.65,133.66,10.41,35.06,1.60,228.12,2.35,0.26,5.88,6.54,10.42,22.48,0.84,232.52,74.40,2.92
"3130","一零四",50.14,827.00,186.78,184.73,60231.00,28.07,13.00,0.00,"*****",10.40,0.70,14.17,27.43,157.80,20.32,13.42,48.32,155.71,17.34
"3138","耀登",47.34,456.34,293.03,247.21,40.79,4.96,73.58,3.19,114.42,3.25,0.64,12.40,43.58,86.06,18.83,6.89,43.40,84.46,8.04
"3149","正達",66.11,241.15,134.51,117.04,-6.00,4.32,84.49,12.80,28.51,1.77,0.54,-6.31,-21.68,-14.07,-12.98,-1.45,8.04,296.00,2.34
"3164","景岳",11.71,146.29,324.36,281.57,88.76,6.69,54.55,2.24,162.94,0.36,0.22,2.83,3.14,7.67,12.87,0.66,85.80,36.27,2.33
"3167","大量",52.59,244.55,263.78,176.60,9.84,1.23,296.74,1.36,268.38,1.57,0.44,6.44,13.60,45.32,13.14,3.91,53.11,38.48,8.73
"3168","眾福科",38.59,327.51,216.45,138.40,57.42,5.10,71.56,3.94,92.63,6.00,1.22,11.28,19.58,82.15,9.05,6.08,59.30,116.46,16.62
"3189","景碩",46.56,131.97,182.78,155.85,55.95,7.86,46.43,5.82,62.71,1.14,0.65,12.33,22.10,222.89,18.69,15.47,103.82,80.14,15.54
"3209","全科",77.34,1024.40,133.66,65.27,7.18,12.09,30.19,7.57,48.21,98.10,3.29,6.87,24.87,64.85,1.78,5.01,-2.92,-60.11,0.80
"3229","晟鈦",33.54,275.56,209.65,152.99,-7.80,4.58,79.69,7.22,50.55,3.39,1.10,-3.94,-7.10,-5.72,-4.02,-0.66,20.63,-73.91,8.32
"3231","緯創",72.59,283.77,119.62,64.13,5.13,7.53,48.47,5.75,63.47,21.01,2.12,5.05,18.01,85.16,1.93,4.01,18.66,25.07,23.98
"3257","虹冠電",6.03,766.45,1482.64,938.61,426.96,3.85,94.80,0.84,434.52,2.82,0.30,6.33,6.98,15.55,20.71,1.41,73.19,74.37,-21.22
"3266","昇陽",59.11,4447.71,159.87,18.39,2.45,35.63,10.24,0.23,1586.95,19.76,0.21,1.28,3.75,5.40,5.44,0.57,-8.18,-51.60,-13.04
"3296","勝德",50.40,392.93,175.63,117.61,3.00,3.95,92.40,4.67,78.15,7.79,1.00,-1.84,-5.30,-4.78,-2.61,-0.69,10.24,34.37,5.29
"3305","昇貿",40.22,333.67,202.11,140.00,13.26,3.13,116.61,5.02,72.70,5.28,1.03,7.05,11.67,33.82,6.32,4.04,58.09,0.78,19.37
"3308","聯德",64.34,197.89,142.62,139.11,6.86,3.37,108.30,6.78,53.83,0.96,0.24,1.71,2.86,9.76,4.79,0.28,38.12,39.50,29.06
"3311","閎暉",20.93,767.92,390.23,342.15,68.33,4.92,74.18,6.95,52.51,7.17,0.64,3.21,4.04,19.80,4.95,1.47,28.21,-13.08,3.65
"3312","弘憶股",67.91,867.58,141.43,98.38,10.36,5.22,69.92,10.75,33.95,60.58,2.48,6.47,19.93,36.25,2.35,3.08,-11.86,-13.21,-31.64
"3321","同泰",66.29,165.84,131.40,111.05,-16.46,2.05,178.04,5.12,71.28,2.57,0.83,-12.70,-36.87,-17.02,-15.96,-1.71,18.22,125.11,4.81
"3338","泰碩",47.90,423.02,183.66,151.86,42.23,2.46,148.37,6.95,52.51,9.42,1.20,7.23,15.02,41.64,5.86,3.05,51.49,119.46,28.25
