"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔不動產、廠房及設備比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力-平均收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-不動產、廠房及設備週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-權益報酬率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"6606","建德工業",30.66,179.47,253.37,86.37,59.12,65.95,5.53,0.83,439.75,1.00,0.41,5.95,9.07,23.20,15.97,1.47,58.07,57.21,1.98
"6625","必應",51.54,276.62,146.64,143.28,-10.19,5.46,66.84,"NA","NA",5.72,1.19,-1.65,-3.42,-4.75,-1.50,-0.31,50.15,130.17,36.05
"6641","基士德-KY",38.51,353.91,256.98,225.61,52.32,3.88,94.07,8.19,44.56,4.54,0.73,7.05,11.50,54.51,9.45,5.00,21.46,96.26,-1.43
"6645","金萬林-創",31.24,177.37,243.21,182.65,35.89,4.99,73.14,4.24,86.08,2.34,0.84,5.53,7.55,16.71,6.33,0.95,31.81,40.39,5.95
"6655","科定",68.93,109.85,106.74,27.68,1235.31,10.96,33.30,1.07,341.12,0.63,0.42,7.35,20.69,67.15,15.99,5.56,27.82,59.97,3.69
"6657","華安",4.49,832.55,2066.77,1997.32,"NA",5.17,70.59,3.51,103.98,0.10,0.01,-35.00,-36.52,-39.74,-3613.98,-3.99,"NA","NA","NA"
"6658","聯策",50.92,340.60,208.11,168.16,30.78,3.11,117.36,7.01,52.06,6.34,0.77,6.77,13.46,59.90,8.52,3.97,3.21,53.14,-0.81
"6666","羅麗芬-KY",24.54,235.85,387.06,358.53,22.57,148.79,2.45,3.93,92.87,1.18,0.42,2.72,3.29,18.94,6.11,1.16,61.19,54.80,6.95
"6668","中揚光",56.52,138.61,138.34,114.80,-8.55,2.32,157.32,2.03,179.80,0.62,0.28,-7.19,-17.30,-43.46,-28.43,-4.53,15.33,34.03,5.95
"6669","緯穎",56.34,2331.26,217.96,123.99,21.30,17.78,20.52,6.61,55.21,183.33,3.37,17.15,42.85,1023.63,4.84,81.07,"NA","NA","NA"
"6670","復盛應用",43.47,293.65,197.08,138.06,102.99,7.00,52.14,5.39,67.71,7.20,1.69,25.89,47.96,492.82,15.17,36.64,66.24,42.50,13.13
"6671","三能-KY",24.04,208.85,265.06,193.55,53.59,7.36,49.59,3.23,113.00,2.10,0.81,6.52,8.60,33.68,7.81,2.43,64.68,103.53,4.00
"6672","騰輝電子-KY",38.22,347.48,212.20,147.54,36.73,2.84,128.52,3.26,111.96,5.45,1.00,8.61,15.18,79.38,8.31,6.60,95.57,99.43,21.91
"6674","鋐寶科技",42.73,989.58,216.11,143.17,-67.17,3.63,100.55,3.17,115.14,16.95,0.85,-2.12,-4.02,-9.96,-2.51,-0.94,0.00,68.39,-3.50
"6689","伊雲谷",51.07,32573.15,199.06,175.18,46.12,5.66,64.48,4.52,80.75,1000.61,1.64,2.06,4.41,19.00,1.17,1.61,-0.14,222.65,-5.33
"6691","洋基工程",54.99,1531.02,181.36,85.78,743.79,9.70,37.62,0.44,829.54,39.54,1.36,16.91,35.80,324.10,12.37,25.48,12.48,113.66,-3.65
"6695","芯鼎",9.70,5515.14,1157.22,713.58,22.19,7.22,50.55,0.88,414.77,56.34,0.59,3.95,4.52,1.46,6.37,0.80,0.00,0.00,0.00
"6698","旭暉應材",40.92,157.38,139.70,103.99,3.87,3.44,106.10,3.74,97.59,0.94,0.43,1.25,1.28,7.14,1.82,-0.55,-3.85,"NA",-1.55
"6706","惠特",38.34,359.56,309.15,209.96,152.75,3.97,91.93,1.47,248.29,2.89,0.58,12.09,22.59,154.84,20.88,12.66,1.27,57.67,-12.67
"6715","嘉基",31.57,380.27,293.70,219.28,130.39,2.95,123.72,2.71,134.68,4.65,0.92,16.14,24.93,128.87,17.34,9.42,47.17,75.93,10.86
"6719","力智",12.34,1886.34,707.16,551.74,1025.51,8.58,42.54,2.31,158.00,12.90,0.82,15.69,19.80,189.45,19.05,14.85,89.88,95.49,5.38
"6742","澤米",32.96,258.32,269.90,231.70,111.03,3.49,104.58,4.01,91.02,2.54,0.64,17.90,24.94,57.44,27.75,4.60,26.63,103.97,6.30
"6743","安普新",65.39,105.17,81.68,37.84,2.07,3.65,100.00,2.13,171.36,1.44,0.59,1.85,2.65,7.59,1.47,0.50,25.45,29.02,26.94
"6753","龍德造船",72.02,141.36,104.59,54.38,7.72,69.23,5.27,3.87,94.31,1.76,0.62,5.34,16.00,37.10,7.49,2.93,18.05,42.54,21.80
"6754","匯僑設計",53.48,263.15,163.65,156.28,413.46,6.98,52.29,62.82,5.81,5.61,1.14,7.78,16.70,73.40,6.77,5.23,3.89,20.36,11.41
"6756","威鋒電子",16.91,3939.06,426.50,275.52,2473.34,9.01,40.51,1.44,253.47,38.45,0.75,18.32,22.67,123.33,24.49,10.56,32.63,61.93,0.00
"6757","台灣虎航-創",93.60,767.66,57.67,56.27,-1388.71,19.75,18.48,3.29,110.94,1.05,0.09,-19.04,-121.38,-89.41,-216.74,-7.12,11.68,-6.76,50.39
"6768","志強-KY",29.45,337.33,325.89,283.06,32.68,7.24,50.41,7.07,51.62,4.37,1.01,10.20,13.76,120.58,9.73,9.22,28.62,122.38,2.40
"6770","力積電",45.09,194.93,231.93,194.77,39.43,8.26,44.18,3.66,99.72,1.24,0.50,14.53,26.73,67.33,28.43,5.80,87.61,106.47,7.24
"6771","平和環保-創",44.80,114.12,134.38,124.49,2039.25,5.67,64.37,70.22,5.19,0.73,0.50,11.73,20.99,59.67,21.95,5.20,69.23,112.34,5.20
"6776","展碁國際",66.80,1718.80,132.45,77.83,1268.27,8.34,43.76,9.63,37.90,162.69,3.46,6.57,20.41,66.57,1.90,5.09,6.30,38.61,0.94
"6781","AES-KY",34.71,948.56,233.21,148.35,83.45,7.98,45.73,2.14,170.56,12.17,0.88,18.99,27.95,476.87,21.38,37.67,42.73,68.50,10.27
"6782","視陽",41.28,245.86,277.29,225.47,23.18,9.07,40.24,3.96,92.17,1.86,0.66,15.19,29.09,113.14,22.11,11.11,103.01,0.71,0.16
"6789","采鈺",34.02,184.27,365.12,360.84,171.01,8.73,41.80,63.38,5.75,0.84,0.45,8.73,13.68,66.57,19.45,5.80,117.94,76.11,10.56
"6790","永豐實",35.11,192.13,198.74,137.37,10612.85,7.84,46.55,6.17,59.15,3.29,1.25,8.59,12.87,34.16,6.81,2.55,38.60,146.65,1.46
"6792","詠業",24.83,291.90,295.99,223.90,34690.92,4.58,79.69,2.66,137.21,2.74,0.64,11.54,15.56,65.24,18.00,5.68,42.24,84.80,-2.03
"6794","向榮生技-創",19.42,368.10,1438.30,1297.80,"*****",20.44,17.85,0.60,608.33,0.13,0.04,-25.25,-30.54,-21.52,-633.15,-2.20,"*****","*****","*****"
"6796","晉弘",22.97,446.35,513.05,373.84,62.73,4.06,89.90,1.50,243.33,3.48,0.64,9.14,12.35,26.31,13.95,2.20,92.00,58.76,7.53
"6799","來頡",16.10,3502.28,587.57,507.19,1210.11,6.41,56.94,3.29,110.94,32.95,0.93,23.26,30.32,90.65,25.09,7.58,122.57,170.91,13.29
"6805","富世達",58.17,962.07,195.21,154.22,30.32,5.49,66.48,3.22,113.35,15.77,0.95,11.09,25.32,138.11,11.25,9.33,85.82,107.17,64.05
"6806","森崴能源",41.94,1008.64,218.69,93.71,12.47,24.80,14.71,"NA","NA",4.02,0.30,1.86,2.89,14.30,5.64,1.14,0.00,0.00,0.00
"6807","峰源-KY",34.68,187.15,181.01,145.79,77.11,9.28,39.33,10.76,33.92,5.18,1.40,5.65,9.60,35.52,3.99,3.28,10.36,69.79,-0.87
"6830","汎銓",32.79,203.77,376.69,359.85,31.92,3.18,114.77,"*****","*****",1.06,0.51,8.85,14.18,79.53,16.68,6.67,137.22,0.98,11.95
"6834","天二科技",25.23,181.10,212.53,130.58,32.24,3.27,111.62,2.38,153.36,1.34,0.53,5.14,6.94,11.95,9.47,1.26,55.65,87.73,7.28
"6835","圓裕",44.70,804.99,198.62,165.35,27.18,2.63,138.78,3.69,98.91,7.57,1.00,9.44,18.12,47.19,9.07,4.05,35.58,86.20,14.08
"6854","錼創科技-KY創",16.67,373.06,478.80,433.07,-30447.40,7.47,48.86,3.47,105.18,0.58,0.14,-19.98,-23.43,-52.67,-139.80,-5.47,-45.18,-146.07,"NA"
"6861","睿生光電",59.17,411.22,158.56,112.14,46.80,3.67,99.45,2.52,144.84,8.55,1.02,10.96,27.35,67.63,10.53,5.62,-23.21,"NA",-29.21
"6863","永道-KY",11.59,390.14,344.39,244.31,971.20,6.98,52.29,3.76,97.07,1.89,0.48,7.75,8.98,63.59,16.10,5.18,378.28,"NA",44.12
"6869","雲豹能源-創",65.16,315.48,127.74,104.20,1897.00,13.75,26.54,60.49,6.03,5.05,0.94,7.50,17.96,58.27,7.47,4.03,20.33,24.63,20.71
"6873","泓德能源-創",44.36,528.81,179.97,119.14,57.53,59.18,6.16,0.76,480.26,10.51,1.09,14.26,25.73,95.59,12.81,8.18,50.94,119.61,29.37
"6901","鑽石投資",1.29,850027.69,7455.57,7455.57,359741.22,"NA","NA","NA","NA",931.34,0.09,7.32,7.44,13.88,78.55,1.26,328.39,0.00,3.05
"6902","走著瞧-創",41.73,3704.16,223.57,203.34,-146.22,5.69,64.14,11.16,32.70,75.90,1.08,-14.60,-22.94,-18.58,-13.67,-1.90,"*****","*****","*****"
"6906","現觀科",27.23,8338.38,341.70,341.70,210.97,4.16,87.74,"NA","NA",39.83,0.44,18.00,25.00,44.89,37.12,3.80,75.24,272.78,20.76
"6914","阜爾運通",68.21,501.38,55.57,45.17,8.37,16.37,22.29,17.84,20.45,4.22,0.59,6.61,18.95,67.45,9.88,5.53,111.00,277.60,40.76
"6916","華凌",59.49,339.01,128.71,77.48,21.73,10.27,35.54,3.43,106.41,8.40,1.34,13.60,36.46,75.17,9.66,5.73,40.41,156.34,31.69
"6933","AMAX-KY",46.61,2136.62,205.18,99.97,13.51,8.84,41.28,5.10,71.56,125.34,2.94,8.73,17.20,68.33,2.73,5.10,29.61,41.56,20.08
"6937","天虹",37.74,291.17,260.61,127.04,35.16,4.88,74.79,0.99,368.68,2.48,0.70,12.61,21.79,60.40,17.45,5.66,33.40,"NA",11.93
"6949","沛爾生醫-創",22.00,934.57,1267.39,1249.18,-168.93,3.25,112.30,6.45,56.58,0.15,0.02,-32.01,-44.50,-51.88,-1347.99,-5.87,"NA","NA","NA"
"8011","台通",47.53,273.02,197.37,123.35,-4.23,6.23,58.58,2.82,129.43,0.83,0.26,-3.31,-7.41,-17.59,-15.21,-1.62,53.28,88.27,5.43
"8016","矽創",26.00,846.87,318.19,221.50,1304.00,11.33,32.21,2.85,128.07,11.05,0.84,19.86,28.23,425.05,23.46,30.10,32.43,131.24,-14.11
"8021","尖點",27.80,297.22,371.20,313.83,37.01,2.92,125.00,3.41,107.03,1.93,0.47,5.13,7.02,38.23,10.55,2.34,59.67,132.15,3.82
"8028","昇陽半導體",65.21,130.89,163.52,141.75,13.17,7.15,51.04,8.73,41.80,0.68,0.42,4.72,11.81,24.42,10.36,2.17,61.79,41.83,6.60
"8033","雷虎",40.39,588.20,194.07,89.02,4.21,6.43,56.76,1.22,299.18,5.72,0.70,2.11,2.48,2.75,2.24,0.07,3.90,33.82,1.98
"8039","台虹",37.32,275.94,382.42,294.81,2591.94,2.27,160.79,3.65,100.00,2.40,0.64,5.34,8.66,41.95,7.93,3.35,55.17,68.66,4.56
"8046","南電",34.28,144.16,301.79,257.00,1128.00,4.98,73.29,6.96,52.44,2.09,0.94,28.15,41.22,392.49,30.03,30.05,236.02,113.52,23.95
"8070","長華*",50.52,615.76,170.18,123.79,40.73,5.02,72.70,6.38,57.21,6.58,0.68,11.55,22.97,652.93,16.34,3.16,58.75,131.91,17.32
"8072","陞泰",6.66,336.02,1245.73,1073.81,"NA",4.61,79.17,3.89,93.83,1.73,0.49,4.13,4.28,16.37,8.61,1.18,40.92,-41.21,1.23
"8081","致新",20.73,630.03,396.79,250.78,623.33,4.80,76.04,2.02,180.69,7.14,0.87,20.45,31.32,276.30,23.43,22.46,100.70,110.12,5.14
"8101","華冠",61.66,372.35,67.40,26.10,-21.96,1.81,201.65,2.45,148.97,2.84,0.39,-16.86,-45.65,-22.25,-44.79,-2.22,-32.12,-267.87,-8.19
"8103","瀚荃",40.15,348.93,353.00,294.84,29.50,3.08,118.50,3.75,97.33,3.16,0.72,6.65,11.07,63.83,8.80,4.20,99.99,119.94,18.26
"8104","錸寶",54.67,140.77,154.40,100.70,403.50,4.22,86.49,5.16,70.73,1.46,0.58,1.74,2.10,16.07,1.81,0.41,0.88,32.32,-1.52
"8105","凌巨",37.44,159.93,194.44,137.94,29.72,6.58,55.47,5.12,71.28,1.79,0.84,5.09,8.22,14.12,5.89,1.39,20.98,58.38,3.45
"8110","華東",47.00,167.78,158.10,134.82,2.67,5.86,62.28,10.03,36.39,1.14,0.49,1.66,1.49,7.14,1.64,0.50,42.23,92.63,3.90
"8112","至上",67.70,7783.17,209.65,100.31,3.63,9.14,39.93,6.13,59.54,573.11,3.36,5.82,17.63,61.58,1.24,5.16,52.00,"NA",37.00
"8114","振樺電",59.72,363.86,237.30,143.01,8.15,6.87,53.12,2.42,150.82,3.54,0.78,7.10,20.06,200.23,9.07,11.25,32.70,83.36,5.77
"8131","福懋科",13.94,460.46,767.22,695.71,51408.43,5.90,61.86,9.51,38.38,3.28,0.72,14.20,16.43,57.14,19.70,4.65,237.69,114.63,5.97
"8150","南茂",44.79,188.85,289.95,237.28,29.28,4.38,83.33,5.60,65.17,1.16,0.54,7.97,13.71,55.39,14.34,4.64,136.13,97.51,5.50
"8162","微矽電子-創",38.01,126.28,163.49,156.95,19.97,4.03,90.57,51.67,7.06,0.92,0.58,8.36,13.72,35.13,13.72,2.70,104.46,103.50,13.45
"8163","達方",58.66,233.29,148.44,81.16,11.68,3.88,94.07,2.92,125.00,3.69,0.88,4.76,10.92,65.79,4.92,4.15,8.39,35.59,1.40
"8201","無敵",25.56,495.61,396.71,334.71,-191.66,6.03,60.53,5.05,72.27,4.64,0.70,-10.15,-13.76,-13.93,-14.49,-1.39,0.00,102.35,0.00
"8210","勤誠",59.95,149.60,147.92,92.91,2900.88,4.44,82.20,3.51,103.98,2.22,0.90,8.80,22.04,94.51,9.46,8.32,10.53,52.49,5.14
"8213","志超",46.78,188.32,148.78,132.48,14.30,2.29,159.38,7.40,49.32,2.79,0.72,5.29,10.18,73.83,6.94,5.44,36.60,104.52,12.71
"8215","明基材",54.39,159.46,121.82,70.34,35.03,5.29,68.99,4.51,80.93,3.07,1.13,10.12,22.52,54.73,8.27,4.04,6.92,99.89,-1.14
"8222","寶一",43.02,239.14,365.29,201.59,4.20,7.74,47.15,1.10,331.81,0.94,0.34,1.79,2.49,2.76,4.21,0.28,41.91,124.37,6.20
"8249","菱光",39.54,2074.02,120.09,105.14,27.73,8.13,44.89,7.80,46.79,20.36,0.65,5.71,9.17,34.74,8.45,3.22,28.22,157.57,9.47
"8261","富鼎",11.25,1197.09,722.81,588.10,531.14,4.49,81.29,3.41,107.03,8.76,0.80,18.44,23.34,93.52,22.94,8.83,80.48,106.63,1.13
"8271","宇瞻",28.53,481.01,285.77,222.40,10512.65,8.48,43.04,5.82,62.71,9.89,1.61,10.69,15.60,58.15,6.56,5.23,111.68,164.26,33.91
"8341","日友",67.22,122.60,134.68,116.55,1583.82,7.38,49.45,30.99,11.77,0.61,0.38,9.06,25.49,100.24,22.34,7.72,107.16,73.07,10.24
"8367","建新國際",65.23,225.21,175.97,174.00,6.13,5.89,61.96,"NA","NA",0.63,0.22,2.84,9.29,39.74,10.44,2.98,69.79,74.28,9.56
"8374","羅昇",35.58,354.44,246.95,148.95,15.72,3.67,99.45,3.87,94.31,7.23,1.17,3.24,4.63,11.46,2.59,0.70,-0.14,37.38,-4.14
"8404","百和興業-KY",68.67,75.17,63.58,30.01,456.80,6.11,59.73,1.40,260.71,0.88,0.45,4.31,9.67,27.90,6.89,1.76,6.37,52.14,-1.02
"8411","福貞-KY",53.77,122.79,130.22,108.26,-0.78,4.66,78.32,6.07,60.13,1.24,0.67,-1.81,-5.32,-12.77,-3.55,-1.69,29.41,140.42,8.45
"8422","可寧衛",47.49,185.32,313.26,308.16,50.77,9.68,37.70,46.31,7.88,1.13,0.52,13.44,21.09,156.30,25.53,12.33,82.16,74.16,1.51
"8429","金麗-KY",9.81,200479.85,8143.88,8124.51,-117.78,2.93,124.57,23.60,15.46,67.69,0.03,-2.84,-3.18,-12.96,-94.63,-1.08,-217.06,271.29,-2.61
"8438","昶昕",41.98,163.26,182.42,147.29,13.09,7.84,46.55,17.16,21.27,2.68,1.27,4.00,6.50,20.20,2.68,1.46,23.66,98.05,0.56
"8442","威宏-KY",64.03,385.96,147.02,110.29,12.18,4.85,75.25,6.11,59.73,10.52,1.47,11.80,31.34,117.09,7.45,10.61,20.90,114.99,15.63
"8443","阿瘦",53.38,231.46,128.40,12.04,-21.35,33.54,10.88,0.92,396.73,3.53,0.71,-11.05,-22.98,-20.25,-16.97,-3.15,13.77,176.80,9.74
"8454","富邦媒",62.40,154.53,104.15,73.77,332.01,44.43,8.21,21.23,17.19,16.68,4.19,13.96,36.62,197.34,3.32,15.72,35.49,129.57,54.85
"8462","柏文",81.69,89.58,61.23,59.93,1.98,229.74,1.58,0.38,960.52,1.16,0.41,1.68,4.29,11.53,2.01,0.95,55.00,113.28,19.93
"8463","潤泰材",66.27,128.95,99.40,59.29,4.35,5.51,66.24,2.91,125.42,1.21,0.62,1.99,4.12,9.08,2.42,0.25,-3.28,32.12,-1.52
"8464","億豐",28.71,253.64,292.57,200.42,816.13,10.73,34.01,2.52,144.84,3.61,0.97,20.29,30.62,288.37,20.98,21.07,105.31,112.61,13.31
"8466","美吉吉-KY",58.94,132.85,158.10,117.91,6.42,3.13,116.61,4.73,77.16,0.91,0.53,2.52,5.06,27.33,3.96,2.18,77.32,42.39,20.92
"8467","波力-KY",49.94,192.48,134.49,107.85,20.45,7.59,48.08,3.93,92.87,2.14,0.65,14.18,26.54,98.01,20.74,8.21,12.01,52.80,2.77
"8473","山林水",54.86,1667.80,102.73,99.31,0.09,3.05,119.67,"NA","NA",6.30,0.25,-0.35,-2.36,-9.10,-4.31,-1.89,-6.47,17.07,-5.18
"8476","台境",38.44,504.43,267.49,226.58,37.64,29.81,12.24,22.40,16.29,7.37,1.29,24.47,43.46,82.40,18.54,7.19,-5.44,26.02,-2.16
"8478","東哥遊艇",48.27,513.71,341.08,161.33,3267.03,8.61,42.39,0.97,376.28,4.01,0.70,22.63,45.49,207.27,31.56,19.93,99.19,116.80,24.52
"8481","政伸",16.30,338.71,439.20,385.99,1017.28,4.02,90.79,4.78,76.35,2.88,0.68,13.71,16.79,65.77,20.23,4.43,94.04,66.88,-6.17
"8482","商億-KY",25.32,185.23,189.49,127.01,214.83,8.46,43.14,4.20,86.90,2.84,1.07,17.66,23.91,86.93,16.49,7.77,115.44,90.47,18.09
"8487","愛爾達-創",53.11,3570.41,186.84,149.65,48.52,5.05,72.27,9.73,37.51,101.40,1.28,8.16,20.39,34.01,6.23,2.81,30.79,164.59,19.17
"8488","吉源-KY",56.88,128.28,111.17,91.68,-0.26,2.77,131.76,8.12,44.95,1.42,0.65,-0.41,-2.71,-10.93,-1.74,-1.01,22.15,128.72,10.04
"8499","鼎炫-KY",9.08,1468.19,1195.83,1156.59,114.26,3.31,110.27,3.69,98.91,3.41,0.28,11.04,12.89,198.37,39.71,15.75,112.48,134.73,4.43
"8926","台汽電",52.55,565.48,99.04,67.11,1201.00,7.63,47.83,43.21,8.44,1.50,0.19,4.02,7.70,17.08,19.64,1.54,26.71,94.41,3.35
"8940","新天地",67.81,160.35,79.73,58.95,3.21,28.45,12.82,6.36,57.38,1.05,0.50,1.73,3.52,4.10,2.40,0.35,35.95,105.79,7.84
"8996","高力",50.46,164.91,152.04,60.53,30.22,6.02,60.63,2.21,165.15,1.75,0.75,8.24,15.27,43.62,10.59,3.37,-19.50,34.43,-13.35
"910322","康師傅-DR",71.23,118.68,75.78,53.33,1030.00,41.22,8.85,11.38,32.07,3.71,1.34,5.78,15.83,1759.90,3.91,2.06,14.12,87.71,-4.98
"9105","泰金寶-DR",80.67,177.00,120.00,81.40,218.51,6.22,58.68,6.83,53.44,9.83,1.95,0.90,4.39,21.07,0.46,0.13,-4.24,14.24,-6.48
"910861","神州-DR",53.84,1817.65,146.73,123.58,312.92,5.12,71.28,6.68,54.64,23.90,0.79,1.65,2.60,157.67,1.53,0.34,5.30,130.66,2.58
"9110","越南控-DR",59.94,1241.49,160.03,124.47,96.92,4.42,82.57,4.54,80.39,38.40,1.15,-0.17,-0.40,-3.75,-0.15,-0.01,0.43,-136.95,0.20
"911608","明輝-DR",38.68,1005.67,256.96,112.12,4.93,3.69,98.91,1.12,325.89,8.99,0.67,3.22,4.16,4.15,3.84,0.22,-2.77,105.87,-3.47
"911622","泰聚亨-DR",27.74,182.97,167.47,48.60,414.08,26.64,13.70,3.89,93.83,3.76,1.45,3.34,3.72,4.69,1.73,0.24,52.23,85.34,9.14
"911868","同方友友-DR",14.95,4479.93,659.57,566.67,29.00,6.58,55.47,3.43,106.41,27.34,0.54,2.99,3.38,52.49,5.10,0.10,59.09,22.64,6.52
"912000","晨訊科-DR",36.29,1772.60,184.48,151.97,-100.57,7.24,50.41,2.90,125.86,4.42,0.27,-21.74,-31.71,-227.11,-79.59,-0.92,"NA",-182.83,-15.13
"9136","巨騰-DR","NA","NA",118.34,79.27,"NA",2.46,148.37,3.24,112.65,"NA","NA","NA",0.73,"NA","NA",0.80,"NA","NA","NA"
"9802","鈺齊-KY",44.81,157.55,133.46,77.73,5221.20,6.36,57.38,4.11,88.80,3.01,1.19,17.11,31.34,229.57,14.04,18.10,43.94,58.53,18.71
"9902","台火",7.57,1143.44,1122.69,886.47,-697.35,6.89,52.97,0.97,376.28,1.56,0.12,-3.59,-3.85,-4.62,-28.51,-0.50,-58.12,-41.26,-6.99
"9904","寶成",43.87,379.76,195.74,123.84,9.46,9.52,38.34,3.45,105.79,4.21,0.77,5.47,8.66,72.72,6.31,4.29,29.53,59.83,5.86
"9905","大華",29.82,351.11,298.95,219.15,2328.03,6.15,59.34,3.75,97.33,3.68,0.80,4.34,6.11,20.45,5.39,1.55,26.65,99.76,1.93
"9906","欣巴巴",87.69,122172.84,125.56,6.65,345.43,3255.45,0.11,0.20,1825.00,1959.70,0.26,4.00,36.57,65.73,14.24,5.08,12.57,-76.86,46.49
"9907","統一實",36.53,149.26,190.98,118.26,17.11,8.58,42.54,6.94,52.59,2.24,1.20,6.27,9.90,18.45,4.91,1.42,105.99,155.41,7.26
"9908","大台北",28.24,329.74,330.12,319.86,138027.12,9.00,40.55,15.15,24.09,0.66,0.18,4.44,6.17,18.62,25.02,1.55,40.20,93.81,1.06
"9910","豐泰",47.62,182.63,186.54,112.75,8024.27,11.04,33.06,7.85,46.49,4.95,1.95,20.13,41.78,152.83,10.18,10.30,124.82,106.94,34.84
"9911","櫻花",34.15,307.68,181.19,135.81,261.28,6.66,54.80,5.17,70.59,4.17,0.96,12.05,18.25,57.60,12.40,4.66,34.71,108.57,2.08
"9912","偉聯",44.07,332.49,128.41,49.31,-4.03,9.69,37.66,1.57,232.48,4.77,0.77,-1.16,-3.23,-5.58,-2.31,-0.27,-10.13,-16.55,-6.94
"9914","美利達",49.49,927.62,134.15,65.45,59.09,12.42,29.38,3.39,107.66,15.13,0.87,9.01,17.24,150.44,9.34,11.34,11.36,43.25,-2.27
"9917","中保科",51.63,193.00,109.06,94.18,48.27,10.01,36.46,5.72,63.81,1.92,0.62,10.76,21.25,69.40,16.98,5.85,33.58,88.49,3.00
"9918","欣天然",43.94,177.18,233.32,227.68,802.93,9.78,37.32,34.56,10.56,0.81,0.36,2.70,4.70,11.81,7.39,0.81,67.42,91.39,4.53
"9919","康那香",65.31,156.59,228.80,155.98,-6.94,3.03,120.46,2.94,124.14,1.01,0.49,-3.46,-10.51,-13.72,-7.83,-1.34,-0.33,52.11,-0.64
"9921","巨大",61.62,334.32,155.05,64.01,21.43,5.77,63.25,1.92,190.10,7.28,1.08,7.20,19.21,222.87,6.35,15.51,1.08,22.27,-5.54
"9924","福興",27.18,242.45,289.16,219.51,197.77,5.80,62.93,5.08,71.85,3.43,1.06,10.15,14.19,63.95,9.55,4.83,72.60,90.39,10.76
"9925","新保",35.05,287.63,163.92,154.68,41.93,10.53,34.66,"NA","NA",1.81,0.43,5.96,8.91,32.13,13.54,2.51,30.91,99.51,6.81
"9926","新海",53.78,166.39,151.51,137.55,3460.62,9.01,40.51,"NA","NA",0.66,0.30,6.01,12.69,30.84,20.23,2.52,48.99,122.78,7.89
"9927","泰銘",15.02,1240.75,783.57,416.94,23030.00,8.35,43.71,2.86,127.62,18.03,1.29,9.76,11.32,53.38,7.54,4.07,60.29,93.29,-3.65
"9928","中視",88.50,37.61,15.52,10.21,1.23,6.54,55.81,"NA","NA",0.34,0.24,0.93,1.61,1.27,0.78,0.11,2.93,36.42,2.49
"9929","秋雨",34.68,399.01,168.60,139.56,-9.04,4.52,80.75,8.65,42.19,2.25,0.35,-5.84,-10.84,-10.71,-18.00,-0.82,4.35,525.70,1.07
"9930","中聯資源",50.12,150.23,85.29,65.36,15.32,11.44,31.90,13.15,27.75,1.62,0.90,6.36,12.48,37.63,6.63,3.04,73.21,142.73,8.28
"9931","欣高",56.36,135.72,80.60,48.31,32.98,8.46,43.14,1.91,191.09,0.47,0.23,3.27,7.18,19.91,13.98,1.57,17.46,101.13,3.05
"9933","中鼎",76.67,236.76,121.59,113.86,13.28,8.31,43.92,"NA","NA",5.78,1.05,2.91,13.99,50.18,2.50,3.07,68.03,-5.64,0.15
"9934","成霖",71.85,431.73,160.22,85.12,-3.24,7.42,49.19,3.36,108.63,8.54,1.23,-4.39,-18.05,-25.02,-4.40,-2.48,3.43,31.84,2.41
"9935","慶豐富",68.10,238.22,247.37,180.15,4.92,3.58,101.95,4.71,77.49,2.28,0.74,4.19,10.25,16.55,4.17,1.31,-25.94,19.66,-8.92
"9937","全國",56.44,125.97,26.77,18.93,27.91,171.51,2.12,64.90,5.62,4.08,1.93,5.97,13.46,29.34,2.98,2.35,31.90,102.04,11.06
"9938","百和",54.49,103.73,86.21,49.33,9.87,6.16,59.25,1.69,215.97,1.13,0.51,6.65,12.72,86.27,10.99,5.10,20.89,78.78,8.08
"9939","宏全",57.58,123.11,106.77,71.81,1671.17,6.19,58.96,6.13,59.54,1.35,0.67,7.00,15.32,98.70,9.22,7.70,28.47,93.23,5.57
"9940","信義",64.94,494.68,198.68,106.34,11.55,9.36,38.99,0.22,1659.09,1.63,0.41,4.07,10.09,22.56,9.01,1.66,-4.11,145.60,-10.32
"9941","裕融",86.87,173.59,105.40,102.47,3.57,"NA","NA","NA","NA",1.64,0.14,3.44,19.94,138.83,16.76,12.06,"NA",8.47,"NA"
"9942","茂順",33.58,255.18,247.70,152.27,159.00,3.08,118.50,2.43,150.20,2.72,0.82,12.97,19.42,109.19,15.66,7.82,39.18,83.26,1.31
"9943","好樂迪",33.58,548.09,174.42,167.44,49.32,72.41,5.04,51.55,7.08,2.66,0.43,8.74,13.01,43.89,19.83,3.42,73.60,106.50,12.21
